ticker,open,close,vwap,volume,dollar_volume,pct_change,date
NTAP,126.54,125.16,125.1923,7250398.0,907694001.5354,-0.010905642484589929,2025-09-19
CRS,247.1,239.83,240.0563,3772444.0,905598948.5971999,-0.029421286928369008,2025-09-19
NET,224.0,225.94,225.7215,4004526.0,903907615.509,0.008660714285714275,2025-09-19
NU,16.07,16.17,16.1749,55866638.0,903637282.9862001,0.0062227753578096715,2025-09-19
CSX,33.51,32.98,33.0943,27076308.0,896071459.8443999,-0.015816174276335457,2025-09-19
WMB,61.14,60.11,60.4067,14759611.0,891579393.7937,-0.01684658161596338,2025-09-19
SHW,350.64,346.8,347.8879,2559029.0,890255224.8491,-0.010951403148528334,2025-09-19
XLU,84.62,84.95,84.7549,10487414.0,888859724.8286,0.003899787284329925,2025-09-19
IEFA,87.02,86.87,86.8976,10223274.0,888377974.7423999,-0.0017237416685818372,2025-09-19
UTHR,408.75,417.57,417.0731,2124329.0,886000481.4499,0.02157798165137613,2025-09-19
TFC,46.03,45.99,45.9648,19223510.0,883604792.448,-0.0008689984792526427,2025-09-19
CTVA,70.57,70.86,70.8143,12447770.0,881480119.1110001,0.0041093949270229035,2025-09-19
HWM,192.9,190.23,190.374,4621121.0,879741289.254,-0.013841368584759024,2025-09-19
WAY,38.6,37.8,37.8715,23165252.0,877302841.1179999,-0.020725388601036378,2025-09-19
RF,27.4,27.16,27.2281,32203239.0,876833011.8159001,-0.008759124087591184,2025-09-19
KHC,26.235,26.42,26.3912,33012526.0,871240176.1712,0.00705164856108261,2025-09-19
AFRM,89.92,92.18,91.5127,9494191.0,868839052.7256999,0.02513345195729543,2025-09-19
SW,44.315,43.82,43.8371,19817704.0,868750672.0184,-0.01117003272029781,2025-09-19
MCHP,66.31,65.15,65.0665,13348425.0,868535295.2625,-0.017493590710300055,2025-09-19
TEL,217.8,216.17,216.1843,4017400.0,868498806.82,-0.007483930211203048,2025-09-19
APO,144.87,144.75,144.7302,5989914.0,866921451.2028,-0.0008283288465521125,2025-09-19
KMB,126.12,124.62,124.9571,6928114.0,865717033.9094,-0.011893434823977164,2025-09-19
GD,325.36,324.08,323.9798,2654675.0,860061075.565,-0.0039341037619868135,2025-09-19
SO,91.04,91.8,91.499,9381466.0,858394757.5339999,0.008347978910368968,2025-09-19
GLW,79.62,79.56,79.4834,10764954.0,855635144.7636,-0.0007535795026375568,2025-09-19
NOC,571.91,573.03,572.2148,1478380.0,845950916.0239999,0.0019583500900491415,2025-09-19
LVS,53.62,53.87,53.8361,15691876.0,844789405.5236,0.004662439388287952,2025-09-19
CHTR,263.1,262.55,262.8185,3206412.0,842704392.2219999,-0.0020904599011783024,2025-09-19
QQQM,245.91,246.79,246.2212,3421638.0,842479814.3256,0.0035785449961367797,2025-09-19
KEY,19.16,19.08,19.0892,43884169.0,837713678.8748001,-0.004175365344467738,2025-09-19
NVDL,83.745,84.4,84.3311,9928947.0,837319022.3517001,0.00782136246940117,2025-09-19
MNST,64.86,64.13,64.1663,13013868.0,835051758.2484001,-0.011255010792476164,2025-09-19
F,11.77,11.62,11.6401,71676341.0,834319776.8741,-0.01274426508071371,2025-09-19
RGLD,187.66,191.67,191.3642,4324435.0,827542044.227,0.021368432271128588,2025-09-19
GDXJ,87.73,91.98,91.2821,9026946.0,823998587.4666,0.04844408982104183,2025-09-19
CTAS,200.34,200.13,199.9804,4117926.0,823504488.6504,-0.0010482180293501446,2025-09-19
HPE,25.21,24.99,25.0165,32895745.0,822936404.7925,-0.008726695755652615,2025-09-19
FSLR,211.01,212.49,213.1528,3860634.0,822904946.8752,0.007013885597839052,2025-09-19
CME,261.64,261.53,261.5465,3143886.0,822272379.6989999,-0.0004204250114661888,2025-09-19
CDE,16.28,17.42,17.2861,47560217.0,822130667.0837001,0.07002457002457005,2025-09-19
ICE,171.1,169.77,169.9257,4806532.0,816753314.6724,-0.007773232028053677,2025-09-19
STZ,133.76,132.92,132.8575,6144583.0,816353935.9224999,-0.0062799043062201215,2025-09-19
INSM,145.51,144.76,144.6689,5624088.0,813630624.4632001,-0.0051542849288708685,2025-09-19
RBRK,78.49,80.23,79.9391,10103299.0,807648629.0909,0.02216842909924843,2025-09-19
LIF,105.23,102.92,103.1936,7808685.0,805806316.416,-0.021951914853178774,2025-09-19
JCI,109.19,108.69,108.5871,7388834.0,802332056.4414,-0.004579173917025369,2025-09-19
MSI,476.67,476.21,475.7335,1676705.0,797664738.1175,-0.0009650282165859742,2025-09-19
EOG,118.42,116.0,116.2906,6830368.0,794307592.9408,-0.02043573720655296,2025-09-19
NVO,62.3,61.4,61.4308,12902886.0,792634609.2888,-0.014446227929373974,2025-09-19
EXPE,223.45,222.43,222.2229,3559973.0,791107523.9817001,-0.004564779592749975,2025-09-19
AJG,300.4,299.65,299.3532,2605274.0,779897108.7768,-0.0024966711051930763,2025-09-19
ALNY,457.68,453.56,453.5139,1713315.0,777012167.5784999,-0.009001922740779593,2025-09-19
GM,59.5,58.98,59.0268,13159562.0,776766834.2616,-0.008739495798319381,2025-09-19
FICO,1533.33,1477.21,1491.4446,520352.0,776076180.4992,-0.03660007956539029,2025-09-19
RIOT,17.5,17.46,17.814,43344987.0,772147598.418,-0.002285714285714237,2025-09-19
NSC,283.8,283.71,283.6111,2712447.0,769280077.3617,-0.00031712473572949903,2025-09-19
NXPI,228.68,224.05,224.4532,3420099.0,767652164.8668001,-0.020246632849396515,2025-09-19
AZO,4146.22,4140.36,4135.7833,184765.0,764148001.4245,-0.0014133355200641987,2025-09-19
PHM,132.42,131.9,132.098,5783745.0,764021147.0100001,-0.003926899259930387,2025-09-19
GIS,50.29,50.35,50.4204,15036994.0,758171252.2776,0.0011930801352157939,2025-09-19
PCAR,101.72,99.46,99.739,7590893.0,757108076.927,-0.022217852929610746,2025-09-19
MTSI,129.88,127.12,127.3893,5914965.0,753503250.8745,-0.021250384970742154,2025-09-19
STRL,352.33,360.25,359.3151,2093771.0,752323536.2421,0.022478926006868606,2025-09-19
LITE,171.37,168.73,168.8467,4448258.0,751073684.0486,-0.0154052634650173,2025-09-19
O,59.07,59.16,59.2036,12684314.0,750957052.3304,0.001523616048755651,2025-09-19
AFL,108.37,108.04,108.0974,6940718.0,750273569.9332,-0.0030451231890744512,2025-09-19
CI,293.83,290.36,291.2349,2573933.0,749619119.8616999,-0.011809549739645273,2025-09-19
BKR,47.22,47.34,47.2136,15869218.0,749242910.9648,0.002541296060991202,2025-09-19
SRE,82.96,83.2,83.0749,9015577.0,748968157.7172999,0.002892960462873784,2025-09-19
XLB,91.1,90.83,90.8151,8234080.0,747778798.608,-0.0029637760702524263,2025-09-19
MAR,265.405,268.52,267.5542,2771039.0,741403122.8138,0.01173677963866547,2025-09-19
CG,69.34,68.17,68.2464,10857123.0,740959559.1071999,-0.01687337755985004,2025-09-19
ACHR,9.315,9.86,9.771,75582155.0,738513236.5050001,0.0585077831454643,2025-09-19
MKSI,130.0,128.62,128.4187,5743636.0,737590268.3932,-0.01061538461538458,2025-09-19
PAAS,35.48,36.46,36.3198,20234975.0,734930245.005,0.027621195039458965,2025-09-19
AMP,491.0,489.52,489.1642,1500975.0,734223235.095,-0.00301425661914464,2025-09-19
EQX,10.46,10.8,10.7597,67993590.0,731590630.3230001,0.032504780114722735,2025-09-19
LUV,32.485,32.52,32.5008,22411196.0,728381798.9568,0.001077420347852969,2025-09-19
NE,29.96,28.24,28.3564,25673749.0,728015096.1436,-0.05740987983978646,2025-09-19
TTAN,119.45,115.48,115.673,6291844.0,727796471.012,-0.033235663457513595,2025-09-19
MTB,200.17,202.02,201.7548,3604921.0,727310115.3708,0.009242144177449282,2025-09-19
SYK,379.08,376.83,377.7398,1924258.0,726868832.0684,-0.005935422602089269,2025-09-19
ROP,508.51,504.62,505.1161,1437868.0,726290276.4748,-0.007649800397238966,2025-09-19
IWB,364.72,364.84,364.7502,1990774.0,726135214.6548,0.0003290195218248182,2025-09-19
AGG,100.3,100.29,100.2799,7238582.0,725884279.1018,-9.97008973079851e-05,2025-09-19
XEL,72.32,72.11,72.1818,10034023.0,724273841.3814,-0.0029037610619468165,2025-09-19
CART,43.8,41.5,42.1317,17161272.0,723033563.5224,-0.0525114155251141,2025-09-19
PSLV,14.32,14.46,14.4317,50077170.0,722698694.2889999,0.009776536312849202,2025-09-19
KDP,27.3,27.11,27.1621,26591161.0,722271774.1981,-0.006959706959707006,2025-09-19
ADM,60.9,61.65,61.5516,11658542.0,717601913.7672,0.012315270935960592,2025-09-19
MMC,197.12,196.78,196.8684,3629997.0,714631701.3948001,-0.0017248376623376796,2025-09-19
LNG,235.68,231.5,231.4115,3066875.0,709710144.0625,-0.017735913102511908,2025-09-19
SWKS,77.94,78.95,78.669,8990816.0,707298503.9039999,0.012958686168847898,2025-09-19
TWLO,108.6,106.5,106.6043,6576330.0,701065056.219,-0.019337016574585583,2025-09-19
MET,78.92,79.16,79.0787,8848968.0,699764885.7816,0.0030410542321337415,2025-09-19
KGC,22.5,23.49,23.39,29879277.0,698876289.03,0.04399999999999993,2025-09-19
EWZ,30.91,30.93,30.8898,22504952.0,695173466.2896,0.0006470397929472524,2025-09-19
TRV,278.79,277.0,277.3174,2499830.0,693246356.042,-0.00642060332149654,2025-09-19
MSCI,557.96,559.75,558.7224,1237064.0,691175367.0336,0.003208115277080729,2025-09-19
NRG,165.04,164.36,164.2882,4195856.0,689329629.6991999,-0.004120213281628565,2025-09-19
UPST,68.35,67.89,68.486,10030196.0,686928003.256,-0.0067300658376004945,2025-09-19
ROST,146.42,146.18,146.0419,4702473.0,686758091.6187,-0.0016391203387514047,2025-09-19
XBI,96.99,95.6,95.9059,7144242.0,685174958.8278,-0.014331374368491604,2025-09-19
MDY,604.69,599.42,599.4996,1140559.0,683764664.2764,-0.008715209446162654,2025-09-19
CCJ,83.0,86.18,85.4981,7982567.0,682494311.6227,0.03831325301204828,2025-09-19
DLTR,98.54,95.26,95.4358,7146927.0,682072695.7866,-0.03328597523848184,2025-09-19
NVMI,310.84,309.59,310.8301,2179694.0,677514503.9894,-0.004021361472140008,2025-09-19
CNC,32.29,31.77,31.8531,21240569.0,676577968.4139,-0.016104056983586235,2025-09-19
CMI,426.43,423.64,423.7497,1594146.0,675518889.2562001,-0.006542691649274255,2025-09-19
GRMN,238.28,235.12,235.3929,2865592.0,674540011.0968,-0.013261708913882812,2025-09-19
TDG,1292.49,1282.46,1282.6268,520229.0,667259657.5372,-0.007760214779224576,2025-09-19
SOXS,5.46,5.53,5.5825,119270994.0,665830324.005,0.012820512820512872,2025-09-19
THC,189.92,190.14,190.1007,3491692.0,663773093.3844,0.0011583824768323446,2025-09-19
OXY,47.36,46.1,46.3211,14274585.0,661214479.2435,-0.026604729729729687,2025-09-19
XLC,119.21,119.41,119.1501,5548032.0,661048567.6032,0.0016777116013757475,2025-09-19
CRH,113.13,113.09,112.9472,5842229.0,659863407.3088,-0.0003535755325730756,2025-09-19
FERG,228.94,229.41,228.6385,2885967.0,659843165.9295,0.0020529396348388175,2025-09-19
VG,13.82,13.25,13.2688,49649391.0,658787839.3008001,-0.04124457308248917,2025-09-19
NUE,134.59,133.3,133.4878,4919337.0,656671473.5885999,-0.009584664536741155,2025-09-19
IJH,66.18,65.61,65.6847,9929896.0,652242239.7912,-0.008612873980054508,2025-09-19
FAST,47.21,47.58,47.4309,13747560.0,652059143.604,0.007837322601143771,2025-09-19
ALL,206.38,206.04,205.8586,3162130.0,650951654.818,-0.0016474464579901318,2025-09-19
ZTS,147.75,145.88,146.0509,4455908.0,650789373.7172,-0.012656514382402739,2025-09-19
SNDK,98.0,102.21,100.7093,6459942.0,650576236.8606,0.04295918367346933,2025-09-19
CLSK,13.33,13.62,13.7285,47361377.0,650200664.1445,0.021755438859714864,2025-09-19
VEEV,279.73,277.79,277.8234,2339581.0,649990347.9954,-0.00693525899974975,2025-09-19
ECL,265.08,265.48,265.4379,2441169.0,647978772.9051,0.0015089784216086998,2025-09-19
CLX,124.51,121.66,122.0512,5301193.0,647016967.0816,-0.0228897277327123,2025-09-19
TPR,113.53,114.19,114.2925,5658342.0,646706053.035,0.00581344138113271,2025-09-19
HST,17.64,17.42,17.4527,36990670.0,645587066.309,-0.01247165532879812,2025-09-19
JBL,223.12,224.34,223.5549,2883859.0,644700810.3591,0.005467909645034057,2025-09-19
IDXX,659.58,656.16,655.9648,981522.0,643843882.4255999,-0.005185117802237898,2025-09-19
HBAN,17.9,17.72,17.7693,36152302.0,642401099.9286001,-0.010055865921787694,2025-09-19
APLD,19.89,20.48,20.3609,31532673.0,642033601.6857,0.029663147310206125,2025-09-19
LYFT,22.36,22.58,22.3729,28632138.0,640583960.2602,0.009838998211091184,2025-09-19
DPZ,432.7,428.71,428.9123,1485803.0,637279182.0769,-0.009221169401432885,2025-09-19
POOL,325.12,317.92,318.554,1985962.0,632636138.948,-0.022145669291338547,2025-09-19
OMC,75.89,75.01,75.0595,8425694.0,632428378.793,-0.011595730662801363,2025-09-19
IJR,120.95,119.26,119.6206,5282623.0,631910532.8338,-0.013972715998346406,2025-09-19
IEMG,65.71,65.68,65.7331,9596631.0,630816305.1860999,-0.00045655151422898993,2025-09-19
CHRW,137.25,136.07,136.0963,4618993.0,628627857.0259,-0.008597449908925369,2025-09-19
SYF,76.73,76.59,76.6274,8186427.0,627304616.2997999,-0.001824579695034544,2025-09-19
AEP,106.55,107.06,106.8947,5846127.0,624919991.8269,0.0047864852182074626,2025-09-19
OTIS,90.5,89.16,89.3347,6994441.0,624846288.4027,-0.014806629834254181,2025-09-19
LYV,164.65,163.72,163.4194,3822725.0,624707425.865,-0.005648344974187712,2025-09-19
DRI,192.76,184.73,186.4946,3337547.0,622434492.7462,-0.04165802033616934,2025-09-19
DG,107.28,102.11,102.6715,6059417.0,622129432.5155,-0.048191648023862804,2025-09-19
OKE,73.68,71.55,71.7869,8657081.0,621465008.0389,-0.028908794788273743,2025-09-19
SYY,82.19,82.39,82.4548,7527003.0,620637526.9644,0.00243338605669793,2025-09-19
TLN,415.1,423.56,423.0534,1462654.0,618780747.7236,0.020380631173211223,2025-09-19
ONTO,121.43,122.67,122.5585,5037313.0,617365525.3105,0.010211644568887382,2025-09-19
EMB,94.96,94.98,94.9354,6499614.0,617043454.9356,0.00021061499578780784,2025-09-19
PNC,206.71,205.52,205.5878,3001359.0,617042793.8202,-0.005756857433118851,2025-09-19
ETHU,156.58,150.53,153.9394,4007654.0,616935852.1676,-0.03863839570826422,2025-09-19
VICI,32.12,31.84,31.9174,19309097.0,616296172.5878,-0.008717310087173026,2025-09-19
WM,216.95,216.4,216.6039,2837696.0,614656020.6144,-0.0025351463470845033,2025-09-19
CVLT,194.78,194.61,194.2932,3157190.0,613420548.108,-0.0008727795461545718,2025-09-19
BIL,91.68,91.68,91.6756,6689775.0,613289136.99,0.0,2025-09-19
HSY,189.22,190.18,190.0737,3209101.0,609965700.7437,0.005073459465172857,2025-09-19
WAT,307.93,300.87,302.3373,2012717.0,608519423.4441,-0.022927288669502815,2025-09-19
EW,74.455,74.41,74.3973,8177895.0,608413307.6835,-0.000604391914579299,2025-09-19
WULF,11.22,10.98,11.1338,54584426.0,607732082.1988001,-0.021390374331550818,2025-09-19
SE,191.73,192.76,192.3391,3152366.0,606323239.3106,0.00537213790225839,2025-09-19
FIG,59.37,56.81,56.7828,10658524.0,605220836.5872,-0.04311942058278584,2025-09-19
PSA,283.76,279.0,280.1434,2156007.0,603991131.4038,-0.016774739216239044,2025-09-19
ODFL,142.85,140.84,141.0432,4264091.0,601421039.7312001,-0.014070703535176695,2025-09-19
ULTA,534.62,521.47,522.5127,1151017.0,601421000.4159,-0.02459690995473416,2025-09-19
ZS,292.67,294.27,293.3215,2050375.0,601419070.5625,0.005466908121775261,2025-09-19
BHF,45.36,57.59,57.6426,10405088.0,599776325.5488,0.26962081128747806,2025-09-19
PH,757.93,755.68,755.1179,791769.0,597878944.5651,-0.0029686118770862746,2025-09-19
NNE,38.3,46.31,44.4442,13423846.0,596612096.3932,0.20913838120104453,2025-09-19
BRO,92.32,91.73,91.7737,6468431.0,593631846.0647,-0.006390814558058809,2025-09-19
TNA,47.52,45.99,46.4322,12775985.0,593217090.717,-0.03219696969696972,2025-09-19
LDOS,187.76,187.45,187.539,3133129.0,587583879.531,-0.0016510438858116866,2025-09-19
NIO,7.59,7.37,7.4039,79099442.0,585644358.6238,-0.02898550724637678,2025-09-19
DUK,120.76,121.08,120.9313,4842197.0,585573178.0661,0.002649884067571987,2025-09-19
XYZ,77.7,77.03,76.9537,7600290.0,584870436.573,-0.008622908622908645,2025-09-19
ALLE,178.81,179.33,179.2544,3245980.0,581856197.312,0.0029081147586824574,2025-09-19
PWR,392.06,388.58,389.1262,1493229.0,581054526.4998,-0.00887619241952767,2025-09-19
VRSK,246.13,243.47,243.8558,2380667.0,580539455.8185999,-0.010807296956892686,2025-09-19
TRGP,170.15,164.43,165.1897,3499318.0,578051290.6245999,-0.033617396414927996,2025-09-19
BREA,34.29,16.6,25.8987,22160603.0,573930808.9161,-0.5158938466025079,2025-09-19
TRI,160.9,162.51,161.9449,3543519.0,573854830.1031,0.01000621504039767,2025-09-19
KMI,27.7,27.42,27.4681,20820573.0,571901581.2213,-0.010108303249097386,2025-09-19
FANG,140.7,139.67,139.5511,4089456.0,570688083.2016,-0.007320540156361061,2025-09-19
ENTG,96.78,93.32,93.5292,6085343.0,569157262.5156,-0.03575118826203769,2025-09-19
HOLX,68.98,66.33,66.4246,8515126.0,565613838.4995999,-0.0384169324441868,2025-09-19
AGI,31.23,32.34,32.2714,17367451.0,560471958.2014,0.035542747358309416,2025-09-19
AVAV,283.59,278.55,281.1161,1991932.0,559964155.3052,-0.017772135829895144,2025-09-19
IWF,466.5,468.65,467.2102,1191834.0,556837001.5067999,0.004608788853161795,2025-09-19
PONY,17.815,20.71,19.6302,28203260.0,553635634.4519999,0.1625035082795397,2025-09-19
OLED,141.14,142.01,141.5541,3906426.0,552970616.6466,0.006164092390534254,2025-09-19
CF,84.33,85.09,85.0649,6496330.0,552609661.8169999,0.009012213921498934,2025-09-19
U,45.72,46.05,45.9638,11986082.0,550925875.8316,0.007217847769028834,2025-09-19
HAL,22.44,22.51,22.4219,24469809.0,548659610.4171001,0.003119429590017838,2025-09-19
CAH,150.12,149.6,149.6772,3661933.0,548107878.0276,-0.0034638955502265534,2025-09-19
FOXA,59.76,60.62,60.5002,9054467.0,547797064.3934,0.014390896921017395,2025-09-19
D,60.04,59.85,59.8513,9145917.0,547395022.1421,-0.0031645569620252787,2025-09-19
TSLQ,9.08,8.9,8.9516,61104763.0,546985396.4707999,-0.019823788546255477,2025-09-19
FIX,798.9,797.71,796.0591,685944.0,546051963.2903999,-0.0014895481286768568,2025-09-19
AKAM,77.62,76.28,76.3374,7140509.0,545087891.7366,-0.01726359185776866,2025-09-19
OKTA,94.0,93.37,93.2044,5822768.0,542707597.7792001,-0.00670212765957442,2025-09-19
DLR,171.56,172.08,172.1229,3146557.0,541594515.8553,0.0030310095593379005,2025-09-19
CYBR,488.51,490.64,490.1824,1100961.0,539671705.2864,0.0043601973347526055,2025-09-19
EQH,54.71,54.23,54.2933,9935784.0,539446501.4472001,-0.00877353317492239,2025-09-19
IWD,203.47,202.77,202.7426,2658638.0,539019180.5788001,-0.003440310610900814,2025-09-19
VCIT,84.23,84.29,84.2418,6394221.0,538660686.6378,0.0007123352724682687,2025-09-19
ARGX,737.0,736.76,734.2985,730392.0,536325750.01199996,-0.0003256445047489947,2025-09-19
BLDR,127.46,124.15,124.6685,4296100.0,535588342.84999996,-0.025968931429467976,2025-09-19
BIIB,143.96,142.5,142.6784,3748754.0,534866222.71360004,-0.01014170602945268,2025-09-19
IEF,96.62,96.63,96.5881,5528784.0,534014741.8704,0.00010349824052981685,2025-09-19
RJF,174.18,174.06,174.0109,3059693.0,532419932.6537,-0.0006889424733035052,2025-09-19
TYL,530.78,534.32,534.2897,995765.0,532026983.1205,0.006669429895625452,2025-09-19
MANH,218.96,217.71,217.3906,2440928.0,530634802.4768,-0.005708805261234929,2025-09-19
EXC,43.2,43.41,43.3204,12225987.0,529634647.2348,0.004861111111110966,2025-09-19
SPXL,209.175,210.42,209.2919,2527542.0,528994067.5098,0.005951954105414012,2025-09-19
IGV,115.79,117.19,116.617,4535868.0,528959318.556,0.012090854132481142,2025-09-19
IBKR,65.4445,65.03,64.9133,8102893.0,525985524.1769,-0.006333610922231873,2025-09-19
JKHY,155.05,151.97,152.2718,3452842.0,525770466.4556,-0.019864559819413173,2025-09-19
PCG,14.97,14.91,14.8531,35148628.0,522066086.54679996,-0.004008016032064161,2025-09-19
WSM,200.0,198.25,198.048,2629087.0,520685422.176,-0.00875,2025-09-19
FCNCA,1908.32,1866.88,1863.9451,279289.0,520579363.03389996,-0.021715435566361945,2025-09-19
FDS,304.5,289.15,291.5365,1781606.0,519403177.61899996,-0.05041050903119876,2025-09-19
DECK,116.1,113.79,114.0018,4551007.0,518822989.8126,-0.019896640826873282,2025-09-19
DD,78.23,78.1,77.9928,6643598.0,518152810.0944,-0.0016617665857089309,2025-09-19
BDX,188.17,187.04,187.1827,2750943.0,514928938.28610003,-0.00600520805654459,2025-09-19
SBET,16.88,17.33,17.3417,29627588.0,513792742.8196,0.026658767772511808,2025-09-19
SJM,107.19,108.78,108.6469,4699845.0,510623589.7305,0.014833473271760458,2025-09-19
CSGP,89.4,87.1,87.5627,5822569.0,509839862.5763,-0.02572706935123055,2025-09-19
AZN,76.79,76.28,76.4892,6661660.0,509545044.07199997,-0.006641489777314821,2025-09-19
SATS,72.36,72.47,72.4266,7027694.0,508991982.26039994,0.0015201768933112139,2025-09-19
GDDY,146.74,144.76,144.9437,3507131.0,508336543.52470005,-0.013493253373313467,2025-09-19
MNDY,207.78,219.15,215.2488,2338344.0,503325739.98719996,0.0547213398787179,2025-09-19
RPRX,36.02,36.24,36.2635,13872063.0,503049556.6005,0.006107717934480812,2025-09-19
ITW,264.05,261.86,262.2176,1915447.0,502263915.2672,-0.008293883734141251,2025-09-19
HUBS,514.22,518.84,517.8742,969547.0,502103376.9874,0.008984481350394782,2025-09-19
ZM,86.9,84.16,84.4117,5931592.0,500695764.4264,-0.03153049482163416,2025-09-19
EMR,132.13,132.34,132.0904,3774162.0,498530568.2448,0.0015893438280481947,2025-09-19
FLR,42.56,44.6,44.1389,11288184.0,498248024.7576,0.047932330827067646,2025-09-19
VTV,186.13,185.68,185.6193,2665326.0,494735946.39180005,-0.0024176650727985205,2025-09-19
CCI,92.99,93.6,93.5515,5261533.0,492224304.4495,0.0065598451446392024,2025-09-19
VTR,67.66,67.13,67.1133,7286801.0,489041261.55329996,-0.00783328406739582,2025-09-19
CFG,53.58,53.55,53.5357,9097701.0,487051791.4257,-0.0005599104143337279,2025-09-19
HALO,76.69,77.81,77.6237,6252315.0,485327823.8655,0.014604250880166966,2025-09-19
FTI,39.09,39.41,39.3364,12330329.0,485030753.6756,0.008186236889229807,2025-09-19
CIFR,11.76,12.28,12.3016,39415062.0,484868326.69920003,0.0442176870748299,2025-09-19
FTV,49.06,48.63,48.5691,9949870.0,483256231.01699996,-0.00876477782307378,2025-09-19
GWW,1009.69,987.61,988.7025,488410.0,482892188.025,-0.021868098129128783,2025-09-19
SCHD,27.51,27.33,27.3543,17610922.0,481734443.66459996,-0.00654307524536544,2025-09-19
K,78.22,77.38,77.5498,6204949.0,481192553.9602,-0.01073894144720025,2025-09-19
BR,243.75,241.46,241.625,1989601.0,480737341.625,-0.009394871794871763,2025-09-19
CBRE,165.86,164.14,164.5053,2918314.0,480078120.06420004,-0.010370191727963506,2025-09-19
VWO,54.1,53.92,53.989,8883521.0,479612415.269,-0.003327171903881695,2025-09-19
BXP,78.03,76.44,76.7063,6244849.0,479019260.8487,-0.020376778162245333,2025-09-19
CPB,33.78,33.43,33.4651,14260077.0,477214902.8127,-0.010361160449970439,2025-09-19
CSL,332.82,338.01,336.1837,1418655.0,476928686.9235,0.015594014782765453,2025-09-19
FLUT,280.24,284.5,283.9378,1675463.0,475727278.2014,0.015201256066228915,2025-09-19
INCY,85.86,86.53,86.4265,5483786.0,473944430.72900003,0.007803400885161911,2025-09-19
ITB,109.55,108.83,109.2501,4337913.0,473917429.0413,-0.006572341396622537,2025-09-19
GEHC,74.46,74.91,74.9561,6294213.0,471789659.0493,0.0060435132957292895,2025-09-19
EVR,362.67,355.88,356.3122,1323111.0,471440591.25420004,-0.018722254391044257,2025-09-19
EL,88.15,87.8,87.6891,5342538.0,468482348.93579996,-0.00397050482132738,2025-09-19
BLSH,63.2,69.18,66.5182,7042081.0,468426552.3741999,0.09462025316455702,2025-09-19
FLEX,58.12,58.65,58.5334,7986899.0,467500353.9266,0.00911906400550587,2025-09-19
CDW,162.51,161.22,161.5656,2889618.0,466862865.94079995,-0.007937973047812394,2025-09-19
TEAM,171.37,169.05,169.342,2755088.0,466552112.096,-0.013537958802590845,2025-09-19
FNV,205.0,213.93,212.2227,2185164.0,463741404.0228,0.04356097560975613,2025-09-19
DVN,34.79,33.96,34.1142,13572291.0,463007849.63219994,-0.02385743029606204,2025-09-19
SWK,79.18,76.67,76.979,5995071.0,461494570.509,-0.031699924223288774,2025-09-19
MRNA,25.45,25.24,25.1503,18333959.0,461104569.0377,-0.008251473477406714,2025-09-19
IYR,96.75,96.13,96.4409,4777716.0,460767230.9844,-0.006408268733850176,2025-09-19
BTG,4.34,4.49,4.471,102281106.0,457298824.926,0.03456221198156691,2025-09-19
SERV,13.04,13.98,14.2165,32026891.0,455310295.9015,0.07208588957055224,2025-09-19
XOP,132.36,130.1,130.2728,3487183.0,454285093.52239996,-0.017074644907827282,2025-09-19
IPG,26.03,25.65,25.6699,17696297.0,454262174.36029994,-0.0145985401459855,2025-09-19
FIS,66.6,65.11,65.3023,6951562.0,453952987.1926,-0.022372372372372298,2025-09-19
SFM,121.92,120.41,120.4376,3766620.0,453642672.912,-0.012385170603674582,2025-09-19
NLY,21.725,21.35,21.4059,21162832.0,453009465.50879997,-0.01726121979286536,2025-09-19
DOW,24.15,23.49,23.5431,19106683.0,449830548.5373,-0.027329192546583857,2025-09-19
RKT,21.2,20.51,20.5763,21839801.0,449382297.3163,-0.03254716981132065,2025-09-19
RL,314.61,312.45,312.9663,1432555.0,448341437.8965,-0.006865643177267172,2025-09-19
SAP,269.25,266.91,267.9784,1670964.0,447782259.1776,-0.008690807799442804,2025-09-19
YUM,145.32,145.66,145.8142,3068593.0,447444433.4206,0.0023396641893751956,2025-09-19
RSG,227.33,226.94,226.8653,1968273.0,446532844.62689996,-0.0017155676769454746,2025-09-19
APTV,85.09,85.28,85.2053,5223118.0,445037336.12539995,0.0022329298389939796,2025-09-19
HIG,131.88,130.95,130.9046,3393657.0,444245312.12219995,-0.007051865332120161,2025-09-19
DUOL,290.3,290.9,289.818,1530238.0,443490516.68399996,0.00206682741991032,2025-09-19
HMY,15.33,16.88,16.6645,26534597.0,442185791.7065,0.101108936725375,2025-09-19
WTW,334.2,336.71,336.7461,1309446.0,440950833.6606,0.0075104727707959035,2025-09-19
USO,73.95,73.52,73.7421,5958124.0,439364575.82039994,-0.005814739688979132,2025-09-19
DKS,226.33,221.95,222.6617,1972733.0,439252083.4261,-0.019352273229355472,2025-09-19
VTRS,9.85,9.9,9.9274,44217862.0,438968403.2188,0.005076142131979768,2025-09-19
UEC,12.11,12.35,12.4267,35212510.0,437575298.017,0.0198183319570603,2025-09-19
CIEN,137.71,138.37,138.185,3153562.0,435774964.97,0.004792680270132863,2025-09-19
W,90.85,89.31,90.3917,4819282.0,435623092.7594,-0.01695101816180509,2025-09-19
CHKP,196.66,197.79,197.8519,2200982.0,435468470.5658,0.005745957490084387,2025-09-19
